"OBJECTID","GIS_DB_ID","Sign_Up","Route","Direction","Sequence","Stop_ID","Stop_Abbre","Stop_Name","Mode","Time_Point","Time_Poi_1","Time_Poi_2","School","Source","Comments","Weekday_Bo","Weekday_Le","Weekday_To","Saturday_B","Saturday_L","Saturday_T","Sunday_Boa","Sunday_Lea","Sunday_Tot","Latitude","Longitude","GlobalID","year"
6731,"5221256N","City","52","Northbound",1,21256,"49TWOOSE","49th St & Woodland Av","Bus","Yes",187,"49WO","No","APC (UTA)",NA,48,1,49,48,0,48,32,0,32,39.940866,-75.212759,"{2A9DC579-79EF-4F37-A636-7EB689114345}","2017"
6732,"52317N","City","52","Northbound",2,317,"WOO50TSW","Woodland Av & 50th St","Bus","No",0,NA,"No","APC (UTA)",NA,641,96,737,296,50,346,304,58,362,39.940092,-75.213819,"{DE559392-9B04-4197-B60F-459D9C07D7B9}","2017"
6733,"5220741N","City","52","Northbound",3,20741,"WOO51SSW","Woodland Av & 51st St","Bus","No",0,NA,"No","APC (UTA)",NA,42,2,44,16,0,16,16,1,17,39.939222,-75.215075,"{39C49C68-5746-4A2C-AB43-785FCF64D3B6}","2017"
6734,"5220742N","City","52","Northbound",4,20742,"WOO52NSW","Woodland Av & 52nd St","Bus","No",0,NA,"No","APC (UTA)",NA,94,9,103,65,5,70,56,4,60,39.938439,-75.216219,"{AF37989C-A376-4918-807F-63327D949D50}","2017"
6735,"5220743N","City","52","Northbound",5,20743,"WOO53RSW","Woodland Av & 53rd St","Bus","No",0,NA,"No","APC (UTA)",NA,58,8,66,34,2,36,31,4,35,39.937461,-75.21756,"{32263005-BC6F-4C3A-A348-D0C71F616059}","2017"
6736,"5221727N","City","52","Northbound",6,21727,"54TWOONW","54th St & Woodland Av - FS","Bus","No",0,NA,"No","APC (UTA)",NA,410,31,441,257,16,273,210,8,218,39.93653,-75.219112,"{A62ABFAF-D755-48C8-95D2-04AA15B266BF}","2017"
6737,"5221728N","City","52","Northbound",7,21728,"54TGRENW","54th St & Greenway Av","Bus","No",0,NA,"No","APC (UTA)",NA,72,7,79,44,3,47,38,4,42,39.93738,-75.220113,"{723154E6-D049-4CA4-BA24-50292EADE94E}","2017"
6738,"5221730N","City","52","Northbound",8,21730,"54TKISNW","54th St & Kingsessing Av - FS","Bus","No",0,NA,"No","APC (UTA)",NA,82,16,98,45,4,49,40,5,45,39.938739,-75.221727,"{1A4755B5-B8FC-42CB-8B55-BB31A5A5E2BB}","2017"
6739,"5221257N","City","52","Northbound",9,21257,"54TCHENW","54th St & Chester Av","Bus","Yes",0,"54CH","No","APC (UTA)",NA,372,81,453,270,46,316,241,31,272,39.93958,-75.222775,"{63398111-B499-43E9-8047-BDA3D4F87271}","2017"
6740,"5221731N","City","52","Northbound",11,21731,"54TSPRNW","54th St & Springfield Av","Bus","No",0,NA,"No","APC (UTA)",NA,124,21,145,57,9,66,48,12,60,39.940697,-75.224035,"{0E62DB82-4FA4-4310-9E4A-EBBEB3D8BF1D}","2017"
6741,"5221732N","City","52","Northbound",12,21732,"54TWARNW","54th St & Warrington Av","Bus","No",0,NA,"No","APC (UTA)",NA,225,92,317,80,15,95,76,29,105,39.94186,-75.225437,"{D53BA0CA-014A-46D1-99C3-573C16F2ED90}","2017"
6742,"5221733N","City","52","Northbound",13,21733,"54TFLONW","54th St & Florence Av","Bus","No",0,NA,"No","APC (UTA)",NA,247,54,301,102,32,134,82,16,98,39.942951,-75.226685,"{C4B9A3E3-2DB3-4B4B-82E6-05C3AC592387}","2017"
6743,"5221734N","City","52","Northbound",14,21734,"54TWILNW","54th St & Willows Av","Bus","No",0,NA,"No","APC (UTA)",NA,214,50,264,112,23,135,88,19,107,39.94414,-75.228052,"{00A4D672-A388-4BA9-B5F1-06A73A83AE68}","2017"
6744,"5221735N","City","52","Northbound",15,21735,"54TWHINW","54th St & Whitby Av","Bus","No",0,NA,"No","APC (UTA)",NA,227,49,276,115,27,142,86,19,105,39.945258,-75.229418,"{BE17373A-D14C-4008-BA3B-E2EB4A624CE4}","2017"
6745,"5221736N","City","52","Northbound",16,21736,"WHI53RNE","Whitby Av & 53rd St","Bus","No",0,NA,"No","APC (UTA)",NA,12,20,32,4,5,9,2,8,10,39.94581,-75.228756,"{2F3301CE-69C9-461A-8227-ECCA4FCA99E0}","2017"
6746,"5225520N","City","52","Northbound",17,25520,"WHI52NNE","Whitby Av & 52nd St - MBNS","Bus","No",0,NA,"No","APC (UTA)",NA,7,7,14,1,3,4,2,6,8,39.946727,-75.227454,"{82709953-5FF5-4169-BFCC-4B7657CC0B8E}","2017"
6747,"52777N","City","52","Northbound",18,777,"52NBALNW","52nd St & Baltimore Av","Bus","Yes",468,"52BA","No","APC (UTA)",NA,388,135,523,195,63,258,154,52,206,39.947709,-75.227262,"{DEEB15CE-EB42-43AE-8D64-25E88C020CB2}","2017"
6748,"5221737N","City","52","Northbound",19,21737,"52NCATNO","52nd St & Catherine St - FS","Bus","No",0,NA,"No","APC (UTA)",NA,127,31,158,56,14,70,49,13,62,39.949118,-75.227081,"{32A60CF1-A5CB-4DCF-BA8D-3C73B453AD0C}","2017"
6749,"5221738N","City","52","Northbound",20,21738,"52NCEDNO","52nd St & Cedar Av - FS","Bus","No",0,NA,"No","APC (UTA)",NA,229,72,301,95,28,123,80,29,109,39.950626,-75.226746,"{4BC8F664-4D4F-4F93-B0EE-230EA24B8246}","2017"
6750,"5221739N","City","52","Northbound",21,21739,"52NLARNO","52nd St & Larchwood Av","Bus","No",0,NA,"No","APC (UTA)",NA,154,39,193,74,26,100,52,12,64,39.951929,-75.226483,"{4A9F3E89-6B0D-49A8-97DF-68762F6BAADC}","2017"
6751,"5221740N","City","52","Northbound",22,21740,"52NPINNO","52nd St & Pine St - FS","Bus","No",0,NA,"No","APC (UTA)",NA,148,49,197,43,28,71,37,21,58,39.953695,-75.226124,"{EA65F762-C0F5-4FFE-8EC9-F00C910ACD3D}","2017"
6752,"5221741N","City","52","Northbound",23,21741,"52NSPRNO","52nd St & Spruce St - FS","Bus","Yes",0,"52SP","No","APC (UTA)",NA,263,114,377,106,64,170,96,45,141,39.954748,-75.225884,"{BC878B84-FFE0-4645-B864-940274C0D343}","2017"
6753,"5221742N","City","52","Northbound",24,21742,"52NLOCNO","52nd St & Locust St - FS","Bus","No",0,NA,"No","APC (UTA)",NA,46,26,72,19,23,42,17,17,34,39.955979,-75.225645,"{C7F993B8-EF59-4EF4-B4D1-CACF402F84DB}","2017"
6754,"5221743N","City","52","Northbound",25,21743,"52NWALNO","52nd St & Walnut St","Bus","No",0,NA,"No","APC (UTA)",NA,213,125,338,126,79,205,66,50,116,39.956854,-75.225453,"{02F2B176-5442-4737-A171-38DCF97B2CA2}","2017"
6755,"523574N","City","52","Northbound",26,3574,"52NCHENO","52nd St & Chestnut St","Bus","No",0,NA,"No","APC (UTA)",NA,260,233,493,134,111,245,84,61,145,39.958361,-75.225154,"{5A8A08A2-7813-4356-8AEE-CFC871AAA285}","2017"
6756,"52779N","City","52","Northbound",27,779,"52NMARNO","52nd St & Market St","Bus","Yes",467,"52MA","No","APC (UTA)",NA,1850,1451,3301,881,697,1578,722,578,1300,39.959825,-75.224878,"{5C6D613F-99ED-4370-A24E-6212115F67A8}","2017"
6757,"5221744N","City","52","Northbound",28,21744,"52NARCNO","52nd St & Arch St - FS","Bus","No",0,NA,"No","APC (UTA)",NA,97,41,138,69,34,103,45,22,67,39.961725,-75.224459,"{CC0F992A-5A2A-4BD4-92A2-56B80D8E2FAA}","2017"
6758,"5221745N","City","52","Northbound",29,21745,"52NRACNO","52nd St & Race St","Bus","No",0,NA,"No","APC (UTA)",NA,71,78,149,50,51,101,30,31,61,39.962992,-75.224196,"{8864B01D-6A84-4B14-A33F-576BDED6403D}","2017"
6759,"52780N","City","52","Northbound",30,780,"52NHAVNO","52nd St & Haverford Av - FS","Bus","Yes",335,"52HA","No","APC (UTA)",NA,133,223,356,86,122,208,49,107,156,39.965197,-75.224591,"{D93B6880-4A98-4E01-B9C4-E02E427BF8B7}","2017"
6760,"5221746N","City","52","Northbound",31,21746,"52NPARNO","52nd St & Parrish St","Bus","No",0,NA,"No","APC (UTA)",NA,43,107,150,23,46,69,23,48,71,39.966536,-75.224812,"{CA4A611B-C9FA-40C1-9C8E-3E25F9132ED5}","2017"
6761,"5221747N","City","52","Northbound",32,21747,"52NWESNO","52nd St & Westminster Av - FS","Bus","No",0,NA,"No","APC (UTA)",NA,75,170,245,50,110,160,33,78,111,39.968286,-75.225078,"{0ED2E42D-FEFA-480F-8D6E-3ADB1897BC47}","2017"
6762,"5221748N","City","52","Northbound",33,21748,"52NWYANO","52nd St & Wyalusing Av - FS","Bus","No",0,NA,"No","APC (UTA)",NA,41,91,132,23,45,68,18,45,63,39.969678,-75.225358,"{E204B047-6C4C-43C4-8950-5DCE13C84B13}","2017"
6763,"52781N","City","52","Northbound",34,781,"52NGIRNO","52nd St & Girard Av","Bus","Yes",0,"52GI","No","APC (UTA)",NA,178,490,668,129,266,395,79,207,286,39.971339,-75.225743,"{09B35B44-D665-43BE-A027-65A88F12A872}","2017"
6764,"5221749N","City","52","Northbound",35,21749,"52NTHONO","52nd St & Thompson St - FS","Bus","No",0,NA,"No","APC (UTA)",NA,52,169,221,30,95,125,25,71,96,39.973116,-75.22608,"{7BE00051-C97B-416D-81E5-DBDA649FA935}","2017"
6765,"5221750N","City","52","Northbound",36,21750,"52NMASNO","52nd St & Master St - FS","Bus","No",0,NA,"No","APC (UTA)",NA,34,153,187,27,86,113,19,66,85,39.974401,-75.226301,"{3CE882CA-C169-4B45-9A88-7FE066F7D418}","2017"
6766,"5221751N","City","52","Northbound",37,21751,"52NWARNO","52nd St & Warren St - FS","Bus","No",0,NA,"No","APC (UTA)",NA,73,322,395,14,123,137,16,109,125,39.976455,-75.226673,"{4E56DD4D-AD05-43A8-8511-F36F6AD7838A}","2017"
6767,"5221752N","City","52","Northbound",38,21752,"52NLANNO","52nd St & Lancaster Av - FS","Bus","Yes",2331,"52LA","No","APC (UTA)",NA,112,210,322,42,110,152,42,95,137,39.977632,-75.226422,"{303E810C-BE55-419F-B4C4-B8B1ADB2AE33}","2017"
6768,"5231039N","City","52","Northbound",39,31039,"PARWESWE","Parkwest Town Center","Bus","Yes",2094,"PAWE","No","APC (UTA)",NA,93,303,396,70,245,315,39,118,157,39.978715,-75.222733,"{A23787AF-9D22-438A-AFA5-E5AF52E8D88F}","2017"
6769,"5221721N","City","52","Northbound",40,21721,"52NHESNE","52nd St & Heston St","Bus","Yes",0,"52CO","No","APC (UTA)",NA,12,200,212,0,0,0,0,0,0,39.979772,-75.225069,"{1939B67F-96C4-4A51-9D29-953F3E1AC3A4}","2017"
6770,"5221722N","City","52","Northbound",41,21722,"52NPARNE","52nd St & Parkside Av","Bus","No",0,NA,"No","APC (UTA)",NA,1,7,8,0,0,0,0,0,0,39.98143,-75.224037,"{60F1A85E-9561-48A4-B4E1-7C5EF1375B12}","2017"
6771,"5221723N","City","52","Northbound",42,21723,"PARPAXSE","Parkside Av & Paxon St","Bus","No",0,NA,"No",NA,NA,0,0,0,0,0,0,0,0,0,39.981143,-75.22262,"{83FD6B86-641D-4A67-860C-FC38676AB1C9}","2017"
6772,"5221724N","City","52","Northbound",43,21724,"PAR51SSE","Parkside Av & 51st St","Bus","No",0,NA,"No","APC (UTA)",NA,2,164,166,0,0,0,0,0,0,39.980721,-75.221581,"{AD32FE08-D1C0-45D5-9DDE-ECBB637FCBD9}","2017"
6773,"5221725N","City","52","Northbound",44,21725,"PAR50TSE","Parkside Av & 50th St","Bus","Yes",0,"49PS","No","APC (UTA)",NA,3,63,66,0,0,0,0,0,0,39.979923,-75.219422,"{820EECC9-E997-4865-B718-F1DBFD9C8C3A}","2017"
6774,"5230771N","City","52","Northbound",45,30771,"PARLOOSO","50th & Parkside Loop","Bus","Yes",397,"PKLO","No","APC (UTA)",NA,0,57,57,0,0,0,0,0,0,39.978201,-75.219687,"{3EC1300A-4135-4031-9FE9-D4BF7EDA78E8}","2017"
6775,"5221758N","City","52","Northbound",46,21758,"JEF52NNW","Jefferson St & 52nd St - FS","Bus","Yes",0,"JE52","No","APC (UTA)",NA,121,318,439,49,219,268,56,202,258,39.979577,-75.225554,"{CCC01598-D426-4FFC-8137-6E399FE4F67D}","2017"
6776,"5221759N","City","52","Northbound",47,21759,"JEFLINNW","Jefferson St & Lindenwood St","Bus","No",0,NA,"No","APC (UTA)",NA,12,59,71,8,45,53,7,30,37,39.980123,-75.227041,"{ED6A5B71-16DB-40A6-AF7C-76D6847A3B18}","2017"
6777,"5222290N","City","52","Northbound",48,22290,"JEF53RNW","Jefferson St & 53rd St","Bus","No",0,NA,"No","APC (UTA)",NA,29,54,83,15,24,39,14,23,37,39.980455,-75.227997,"{211DFD14-7A65-427F-9CAC-E87F8A14A89F}","2017"
6778,"5221760N","City","52","Northbound",49,21760,"54TOXFNW","54th St & Oxford St","Bus","No",0,NA,"No","APC (UTA)",NA,2,28,30,0,11,11,1,10,11,39.981467,-75.229967,"{0D538D7B-A3E9-4B3C-A32A-2FAD8A6A3850}","2017"
6779,"5221761N","City","52","Northbound",50,21761,"54TCOLNW","54th St & Columbia Av","Bus","No",0,NA,"No","APC (UTA)",NA,10,67,77,3,45,48,4,30,34,39.982414,-75.230602,"{2E33D8D9-C7FC-4907-AC6E-7F2A5213040D}","2017"
6780,"5221762N","City","52","Northbound",51,21762,"54TMONNW","54th St & Montgomery Av","Bus","No",0,NA,"No","APC (UTA)",NA,33,258,291,15,135,150,16,112,128,39.984003,-75.231165,"{5D710174-9716-4269-B136-81EE3771EC87}","2017"
6781,"5221763N","City","52","Northbound",52,21763,"54TBERNW","54th St & Berks St","Bus","No",0,NA,"No","APC (UTA)",NA,52,363,415,22,206,228,29,152,181,39.985789,-75.231774,"{16E5E5CB-06A8-4FEB-BF01-A686D6E133BB}","2017"
6782,"5221764N","City","52","Northbound",53,21764,"54TLEBNW","54th St & Lebanon Av","Bus","No",0,NA,"No","APC (UTA)",NA,29,164,193,15,89,104,9,85,94,39.987325,-75.232314,"{F8994621-3574-430B-BFFD-0CCF16B45D89}","2017"
6783,"5221765N","City","52","Northbound",54,21765,"54TGAINW","54th St & Gainor Rd","Bus","No",0,NA,"No","APC (UTA)",NA,13,104,117,6,51,57,10,54,64,39.988852,-75.232829,"{8865661F-D102-4A64-B792-90EF274F4E1B}","2017"
6784,"5221766N","City","52","Northbound",55,21766,"54TWODNW","54th St & Woodcrest Av - FS","Bus","No",0,NA,"No","APC (UTA)",NA,13,153,166,9,80,89,5,76,81,39.990826,-75.233462,"{6C21E16F-0B86-4B82-BECF-F1D542C7996C}","2017"
6785,"5231610N","City","52","Northbound",56,31610,"CARCITNO","Cardinal Av & City Av","Bus","No",0,NA,"No","APC (UTA)",NA,8,107,115,1,36,37,4,53,57,39.994024,-75.241441,"{C4011FD5-5F40-453C-A262-403864BC6D16}","2017"
6786,"5220591N","City","52","Northbound",57,20591,"CIT54HNE","City Av & 54th St","Bus","Yes",0,"54CLE","No","APC (UTA)",NA,38,538,576,31,296,327,31,282,313,39.996969,-75.235383,"{96AB7B82-CBDE-43F5-9308-6B548D434481}","2017"
6787,"5231630N","City","52","Northbound",58,31630,"54TWOONO","54th St & Woodbine Av - FS","Bus","No",0,NA,"No","APC (UTA)",NA,0,3,3,0,0,0,0,0,0,39.992343,-75.233647,"{1170789E-1564-444F-9AF2-A29C71F86B40}","2017"
6788,"5221768N","City","52","Northbound",59,21768,"54TOVENO","54th St & Overbrook Av","Bus","No",0,NA,"No","APC (UTA)",NA,0,4,4,0,0,0,0,0,0,39.994628,-75.233924,"{74D03C3B-B3F3-4C43-A8A6-793D80DDE66A}","2017"
6789,"5220589N","City","52","Northbound",60,20589,"54TCITNO","54th St & City Av","Bus","Yes",422,"54CLN","No","APC (UTA)",NA,2,53,55,0,0,0,0,0,0,39.99696,-75.235135,"{22FC84C5-BEED-437A-B418-02634A0D534C}","2017"
6790,"5230138N","City","52","Northbound",61,30138,"54TCITSO","54th St & City Av - MBFS","Bus","Yes",1,"54CL","No","APC (UTA)",NA,0,160,160,0,147,147,0,113,113,39.995986,-75.23457,"{B6D40B94-69F2-4FE6-AB2C-1EFF84B1AA94}","2017"
6791,"526239N","City","52","Northbound",62,6239,"CIT53RNE","City Av & 53rd St","Bus","Yes",0,"54ST","No","APC (UTA)",NA,0,1,1,0,0,0,0,0,0,39.997449,-75.234365,"{87B68766-5192-4E8C-81E6-C3A210B00AF0}","2017"
6792,"5220592N","City","52","Northbound",64,20592,"CIT52NNE","City Av & 52nd St","Bus","No",0,NA,"No","APC (UTA)",NA,1,2,3,0,0,0,0,0,0,39.997965,-75.233289,"{35BA0412-6B18-44F4-830F-9FADC7752113}","2017"
6793,"526232N","City","52","Northbound",65,6232,"CITBRYNE","City Av & Bryn Mawr Av","Bus","No",0,NA,"No","APC (UTA)",NA,1,6,7,0,0,0,0,0,0,39.999024,-75.231017,"{D240CCE2-90F6-4F99-A6A0-2CCA7D2751FB}","2017"
6794,"5230129N","City","52","Northbound",66,30129,"BALCITNW","Bala Av & City Av - FS","Bus","Yes",423,"BCAV","No","APC (UTA)",NA,9,5,14,0,0,0,0,0,0,40.000466,-75.22891,"{AA591133-9A16-4713-BB86-92C873401D58}","2017"
6795,"5221769N","City","52","Northbound",67,21769,"BALUNINW","Bala Av & Union Av","Bus","No",0,NA,"No","APC (UTA)",NA,1,2,3,0,0,0,0,0,0,40.003103,-75.231041,"{B3FA39F4-04E3-4A8F-9DE8-6C844A7F63CF}","2017"
6796,"5229567N","City","52","Northbound",68,29567,"BALHIGNO","Bala Av & Highland Av","Bus","No",0,NA,"No","APC (UTA)",NA,0,0,0,0,0,0,0,0,0,40.004996,-75.232052,"{7E984CC7-115D-4E5B-8770-AA5C81BBF2DB}","2017"
6797,"5221770N","City","52","Northbound",69,21770,"BALMONNO","Bala Av & Montgomery Av","Bus","No",0,NA,"No","APC (UTA)",NA,0,0,0,0,0,0,0,0,0,40.006335,-75.232238,"{527F438D-C6C7-45FD-9FD2-EEC65A337AEE}","2017"
6798,"5229568N","City","52","Northbound",70,29568,"CONBAANO","Conshohocken State Rd & Bala Av","Bus","No",0,NA,"No","APC (UTA)",NA,0,0,0,0,0,0,0,0,0,40.007452,-75.232613,"{175E4AB0-A646-4F0F-B6EF-C9183AA15DA9}","2017"
6799,"5221771N","City","52","Northbound",71,21771,"CONLODNW","Conshohocken State Rd & Lodges Ln","Bus","No",0,NA,"No","APC (UTA)",NA,0,0,0,0,0,0,0,0,0,40.010711,-75.233821,"{807006C9-CB43-49B3-9461-6E529B157665}","2017"
6800,"5230130N","City","52","Northbound",72,30130,"COSDERNW","Conshohocken State Rd & Derwin Rd","Bus","No",0,NA,"No","APC (UTA)",NA,0,0,0,0,0,0,0,0,0,40.012311,-75.235117,"{97D5EF56-FC87-4BB1-A62A-01EA4527BABD}","2017"
6801,"5221773N","City","52","Northbound",73,21773,"CONLEVNW","Conshohocken State Rd & Levering","Bus","No",0,NA,"No","APC (UTA)",NA,0,3,3,0,0,0,0,0,0,40.013401,-75.235965,"{46177C66-6FE3-4558-A936-2238473CA61C}","2017"
6802,"5221774N","City","52","Northbound",74,21774,"CONOVENW","Conshohocken State Rd & Overhill Rd","Bus","No",0,NA,"No","APC (UTA)",NA,0,1,1,0,0,0,0,0,0,40.015099,-75.237308,"{7DD4D231-C90E-40C6-B574-69D685183113}","2017"
6803,"5221776N","City","52","Northbound",75,21776,"CONDARNE","Conshohocken State Rd & Dartmouth","Bus","No",0,NA,"No","APC (UTA)",NA,0,1,1,0,0,0,0,0,0,40.016895,-75.238839,"{9225902D-CC3E-4EAA-9B56-FC75C6756253}","2017"
6804,"5221777N","City","52","Northbound",76,21777,"CONROCNW","Conshohocken State Rd & Rockhill Rd","Bus","No",0,NA,"No","APC (UTA)",NA,0,5,5,0,0,0,0,0,0,40.018245,-75.240041,"{D5E1C0AA-23AD-4934-9985-99018762CBAE}","2017"
6805,"5231449N","City","52","Northbound",77,31449,"CONMARNW","Conshohocken State Rd & Mary Waters Ford Rd","Bus","No",0,NA,"No","APC (UTA)",NA,0,2,2,0,0,0,0,0,0,40.020618,-75.245732,"{3EC95312-856F-4A6F-8EE8-A00FBC1EE43E}","2017"
6806,"5221779N","City","52","Northbound",78,21779,"CONCENNW","Conshohocken State Rd & Centennial","Bus","No",0,NA,"No","APC (UTA)",NA,0,1,1,0,0,0,0,0,0,40.023318,-75.255147,"{0D6DE881-99F6-48BC-B60C-5CC4547F42D4}","2017"
6807,"5221780N","City","52","Northbound",79,21780,"CONHAGNO","Conshohocken St & Hagys Ford Rd","Bus","No",0,NA,"No","APC (UTA)",NA,0,2,2,0,0,0,0,0,0,40.025348,-75.257565,"{ABB325C6-03A1-45F1-8686-A32BD5029ED2}","2017"
6808,"5230131N","City","52","Northbound",80,30131,"HAGTOWNE","Hagys Ford Rd & Tower Ln - FS","Bus","No",0,NA,"No","APC (UTA)",NA,0,1,1,0,0,0,0,0,0,40.026514,-75.255505,"{8C99F53F-ED7A-471E-A84A-16289FEA3CAD}","2017"
6809,"5229569N","City","52","Northbound",81,29569,"HAGTOENE","Hagys Ford Rd & Tower Ln - MBFS","Bus","No",0,NA,"No","APC (UTA)",NA,0,0,0,0,0,0,0,0,0,40.027395,-75.253434,"{2FA4E80B-03ED-4863-9CCB-04BCAF0907C5}","2017"
6810,"5221791N","City","52","Northbound",82,21791,"HAGFL1NW","Hagys Ford Rd & Flat Rock Rd - MBNS","Bus","No",0,NA,"No","APC (UTA)",NA,0,1,1,0,0,0,0,0,0,40.029179,-75.252839,"{2488CD4E-824D-44E5-B960-B24AC2DB913A}","2017"
6811,"5221793N","City","52","Northbound",83,21793,"HAGFL2NW","Hagys Ford Rd & Flat Rock Rd","Bus","No",0,NA,"No","APC (UTA)",NA,0,3,3,0,0,0,0,0,0,40.030198,-75.254066,"{DD31E597-94C3-4EFE-9F12-283F39417B2A}","2017"
6812,"5230132N","City","52","Northbound",84,30132,"HAGFL3SW","Hagys Ford Rd & Flat Rock Rd - MBFS","Bus","No",0,NA,"No","APC (UTA)",NA,0,0,0,0,0,0,0,0,0,40.032049,-75.256449,"{AD7CFEF2-D18C-4D09-82DE-3296B66C2908}","2017"
6813,"5221796N","City","52","Northbound",85,21796,"HAGHOLNW","Hagys Ford Rd & Hollow Rd","Bus","No",0,NA,"No","APC (UTA)",NA,0,0,0,0,0,0,0,0,0,40.034185,-75.258679,"{FE02504D-7E3B-41B3-8E67-BEA52A10078C}","2017"
6814,"5221658N","City","52","Northbound",86,21658,"HAGBOBNW","Hagys Ford Rd & Bobarn Rd - FS","Bus","No",0,NA,"No","APC (UTA)",NA,0,0,0,0,0,0,0,0,0,40.035042,-75.259079,"{9BD46639-3AF9-4592-9C32-B01D9AE1956A}","2017"
6815,"5229570N","City","52","Northbound",87,29570,"HABBOANO","Hagys Ford Rd & Bobarn Rd - MBFS","Bus","No",0,NA,"No","APC (UTA)",NA,0,0,0,0,0,0,0,0,0,40.036274,-75.25943,"{0500D74D-BFC9-4787-9A8C-98D8510632C1}","2017"
6816,"5229571N","City","52","Northbound",88,29571,"HAGCHEEA","Hagys Ford Rd & Chermar Ln","Bus","No",0,NA,"No","APC (UTA)",NA,0,0,0,0,0,0,0,0,0,40.038023,-75.258539,"{24A78B6C-FA2C-43FA-99D7-6284C261E8CD}","2017"
6817,"5229572N","City","52","Northbound",89,29572,"OAKOAKEA","Oakwood Dr & Oakwood Ter - FS","Bus","No",0,NA,"No","APC (UTA)",NA,0,1,1,0,0,0,0,0,0,40.038869,-75.257485,"{82CD580C-64F3-49BA-9751-FE021A3756A3}","2017"
6818,"5230135N","City","52","Northbound",90,30135,"OAKOAWNE","Oakwood Ter & Oakwood Dr - MBFS","Bus","No",0,NA,"No","APC (UTA)",NA,0,1,1,0,0,0,0,0,0,40.039501,-75.255994,"{07AE4F63-D30E-4D8C-8F6C-D5B65119006E}","2017"
6819,"5230223N","City","52","Northbound",91,30223,"OAKLOONO","Oak Hill Apartments Loop","Bus","Yes",677,"OHAP","No","APC (UTA)",NA,0,5,5,0,0,0,0,0,0,40.040856,-75.254867,"{76FBB6AD-E3F0-47B1-AB54-207390F94F47}","2017"
6820,"5230134N","City","52","Northbound",92,30134,"OAKOAWSW","Oakwood Dr & Oakwood Ter - MBNS","Bus","No",0,NA,"No","APC (UTA)",NA,0,0,0,0,0,0,0,0,0,40.039528,-75.256159,"{267AA1A5-46A4-41C6-A294-77AE961A8E79}","2017"
6821,"5229573N","City","52","Northbound",93,29573,"OAKOAKWE","Oakwood Dr & Oakwood Ter","Bus","No",0,NA,"No","APC (UTA)",NA,0,0,0,0,0,0,0,0,0,40.038994,-75.257508,"{92930050-1D72-4790-A6B4-F378BB3C6994}","2017"
6822,"5229574N","City","52","Northbound",94,29574,"HAGCHEWE","Hagys Ford Rd & Chermar Ln - FS","Bus","No",0,NA,"No","APC (UTA)",NA,0,0,0,0,0,0,0,0,0,40.03813,-75.258681,"{305927EC-3925-47B8-8E1C-F684D5E90252}","2017"
6823,"5229575N","City","52","Northbound",95,29575,"HAGBOASE","Hagys Ford Rd & Bobarn Dr - MBNS","Bus","No",0,NA,"No","APC (UTA)",NA,0,0,0,0,0,0,0,0,0,40.036257,-75.259596,"{4F7C5F03-1C84-4AF3-88DD-58E03FB68A05}","2017"
6824,"5221663N","City","52","Northbound",96,21663,"HAGBOBSE","Hagys Ford Rd & Bobarn Dr","Bus","No",0,NA,"No","APC (UTA)",NA,0,0,0,0,0,0,0,0,0,40.034927,-75.259268,"{890D84F3-E872-4F11-8701-B0F9B9898486}","2017"
6825,"5231210N","City","52","Northbound",97,31210,"HOLCONSW","Hollow Rd & Conshohocken State Rd","Bus","No",0,NA,"No","APC (UTA)",NA,0,1,1,0,0,0,0,0,0,40.031183,-75.263001,"{089E4825-84D4-4B9D-980A-197031D39954}","2017"
